,tomato,grape,Group Number,Species 1 Score,Species 2 Score,Total Score
120,LOC101264451,LOC100255731,33,0.46531103993417766,0.6178683474181057,0.5415896936761417
121,LOC101267596,LOC100241932,34,0.7725368046780876,0.7824877759249315,0.7775122903015095
122,LOC101267596,LOC100247065,34,0.764596985101819,0.8733048811509002,0.8189509331263596
123,LOC101267596,LOC100250795,34,0.8600511298521937,0.9317882479296797,0.8959196888909366
124,LOC101264226,LOC100241932,34,0.8058404265392012,0.7831378423447614,0.7944891344419813
125,LOC101264226,LOC100247065,34,0.888346899395649,0.8748198185466776,0.8815833589711632
126,LOC101264226,LOC100250795,34,0.809262143339896,0.9642689579152653,0.8867655506275807
127,LOC101246155,LOC100250622,35,0.8532024722556885,0.8319097820864305,0.8425561271710595
128,LOC101246155,LOC100253193,35,0.8908217670816477,0.9035810180605409,0.8972013925710943
129,LOC101246476,LOC100250622,35,0.7622109253327848,0.8099658008535655,0.7860883630931752
130,LOC101246476,LOC100253193,35,0.9042872674914049,0.9112348435601029,0.9077610555257538
131,LOC101252430,LOC100263128,36,0.35649260967940993,0.5736129561063847,0.4650527828928973
132,LOC101252430,LOC100261302,36,0.7434398048837825,0.8430061332353523,0.7932229690595674
133,LOC101252430,LOC100249456,36,0.30002644647527255,0.38647861846753906,0.3432525324714058
134,LOC101257207,LOC100263128,36,0.6750844817960096,0.686362737062265,0.6807236094291373
135,LOC101257207,LOC100261302,36,0.6598983279950633,0.6694723156496424,0.6646853218223528
136,LOC101257207,LOC100249456,36,0.6837765566689195,0.7255419575478365,0.704659257108378
137,LOC101251789,LOC100263128,36,0.7543651376685963,0.6257765467341228,0.6900708422013595
138,LOC101251789,LOC100261302,36,0.6914401575034528,0.5867329922839942,0.6390865748937236
139,LOC101251789,LOC100249456,36,0.8262936734154153,0.7375144851756592,0.7819040792955372
140,LOC101253933,LOC100263128,36,0.5522141576797626,0.6080608236058902,0.5801374906428264
141,LOC101253933,LOC100261302,36,0.49739355293702797,0.5517989881574856,0.5245962705472568
142,LOC101253933,LOC100249456,36,0.5476301019658547,0.6936660919702665,0.6206480969680606
143,LOC101256156,LOC100265283,37,0.7969909788134348,0.7257680676069077,0.7613795232101712
144,LOC101246397,LOC100264430,38,0.8833710440480738,0.8292755998982504,0.8563233219731621
145,LOC101265936,LOC100251988,39,0.5587611295583439,0.7367117944659562,0.6477364620121501
146,LOC101260266,LOC100255684,40,0.8076400928565132,0.8348379073514033,0.8212390001039582
147,AO,LOC100252644,41,0.9259616232258824,0.7109182894774031,0.8184399563516427
148,AO,LOC100263656,41,0.9554700126355381,0.822319889206071,0.8888949509208046
149,AO,LOC100257784,41,0.9635332490964121,0.8849759286999613,0.9242545888981868
150,AO,LOC100242403,41,0.6379242455408305,0.8127086414867993,0.7253164435138149
151,LOC101246406,LOC100264349,42,0.8571126325996886,0.8904339742925425,0.8737733034461155
152,LOC101261524,LOC100261768,43,0.725226998912756,0.8886860179192222,0.8069565084159891
153,LOC101261524,LOC100255802,43,0.9436631306749728,0.9190469461010147,0.9313550383879937
154,LOC101249741,LOC100261768,43,0.7304986629837501,0.8661711087872022,0.7983348858854762
155,LOC101249741,LOC100255802,43,0.8483559107872235,0.8990135948673017,0.8736847528272627
156,LOC101244615,LOC100853630,44,0.8843701331139255,0.9209745343545971,0.9026723337342613
157,LOC101244615,LOC100263388,44,0.5439876713715273,0.548299934993358,0.5461438031824426
158,LOC101251313,LOC100243988,45,0.6936616614263466,0.8969842570871371,0.7953229592567419
159,LOC101251313,LOC100255323,45,0.8523581440451353,0.9163731946524971,0.8843656693488162
160,LOC101255619,LOC100243988,45,0.9120037612764833,0.9240948531697805,0.9180493072231319
161,LOC101255619,LOC100255323,45,0.8881137786136171,0.9247449195896102,0.9064293491016137
162,LOC101259890,LOC100247612,46,0.9823455085069495,0.9896724230519205,0.986008965779435
163,LOC101245715,LOC100250649,47,0.8666098557197849,0.8700488963002742,0.8683293760100295
164,LOC101263710,LOC100264112,48,0.7132189931402414,0.6785280235154462,0.6958735083278438
165,LOC101247825,LOC100264112,48,0.6870911815697452,0.6356688618184901,0.6613800216941177
166,LOC101255442,LOC100255906,49,0.8721342305544943,0.9143834261326701,0.8932588283435823
167,LOC101259386,LOC100264636,50,0.7826746201992302,0.9027820958518225,0.8427283580255263
168,LOC101259386,LOC100267242,50,0.6925215244923746,0.7808767417540488,0.7366991331232117
169,LOC101259386,LOC100243914,50,0.8456407393259088,0.7653316751929001,0.8054862072594045
170,LOC101263523,LOC100264636,50,0.9033351943815933,0.9614576561808127,0.9323964252812029
171,LOC101263523,LOC100267242,50,0.8746672151861538,0.9440547186342952,0.9093609669102245
172,LOC101263523,LOC100243914,50,0.8233022832123652,0.7960713377236369,0.8096868104680011
173,LOC101261883,LOC100264636,50,0.9421997590432253,0.9560372955980768,0.949118527320651
174,LOC101261883,LOC100267242,50,0.9361229467250448,0.9037901698651819,0.9199565582951134
175,LOC101261883,LOC100243914,50,0.8476212864740972,0.8346174500438088,0.8411193682589531
176,LOC101244185,LOC100264636,50,0.7729599482824483,0.787635548269787,0.7802977482761176
177,LOC101244185,LOC100267242,50,0.6938438482560019,0.8514626494446171,0.7726532488503095
178,LOC101244185,LOC100243914,50,0.7858952131879756,0.805686667985642,0.7957909405868089
179,LOC101259691,LOC100264636,50,0.8488848402926744,0.9329238228930155,0.8909043315928449
180,LOC101259691,LOC100267242,50,0.8787105874056008,0.9129306690031374,0.895820628204369
181,LOC101259691,LOC100243914,50,0.6878845758279216,0.8069359260620107,0.7474102509449662
182,LOC101248010,LOC100264636,50,0.11550253200513257,0.7911967817001592,0.4533496568526459
183,LOC101248010,LOC100267242,50,0.18612441597367108,0.7261581074588056,0.45614126171623837
184,LOC101248010,LOC100243914,50,0.11957724819527295,0.7907012238206947,0.45513923600798384
185,LOC101257661,LOC100267346,51,0.8610149569510153,0.8975438794833385,0.8792794182171768
186,LOC101257929,LOC100260521,52,0.7893743939349417,0.9016641072264147,0.8455192505806781
187,LOC101258429,LOC100260521,52,0.7427345655431812,0.9133401794434552,0.8280373724933182
188,LOC101245290,LOC100256251,53,0.6670094913461256,0.8835690216657403,0.7752892565059329
189,LOC101251244,LOC100242253,54,0.7501337016249889,0.6708402815070236,0.7104869915660063
190,LOC101251244,LOC104878146,54,0.589603596720637,0.6593425850032504,0.6244730908619437
191,LOC101251244,LOC100265203,54,0.8723458023566748,0.930205477516181,0.9012756399364279
192,LOC101252099,LOC100242253,54,0.8557315388910112,0.8043639241400752,0.8300477315155432
193,LOC101252099,LOC104878146,54,0.526396520819253,0.556389022356632,0.5413927715879425
194,LOC101252099,LOC100265203,54,0.9618641826569893,0.9774511743591192,0.9696576785080542
195,LOC101244991,LOC100254581,55,0.8067174047192266,0.8191628275062887,0.8129401161127576
196,LOC543710,LOC100258115,56,0.7224354265228762,0.8336169130324186,0.7780261697776474
197,LOC543710,LOC100267521,56,0.7497458199876583,0.8506543059834374,0.8002000629855479
198,LOC778279,LOC100258115,56,0.6527166407099408,0.6686470139340325,0.6606818273219867
199,LOC778279,LOC100267521,56,0.8043548529282125,0.8597552358610554,0.832055044394634
200,LOC101256206,LOC100243463,58,0.9090358790514531,0.953472202594613,0.931254040823033
201,LOC101262883,LOC100247866,59,0.8336634245246981,0.8188462734235888,0.8262548489741435
202,LOC101248248,LOC100262703,60,0.7996473803296994,0.9046154715807919,0.8521314259552457
203,LOC101248248,LOC100267853,60,0.768734389233346,0.7495887623300642,0.7591615757817052
204,LOC101255389,LOC100262703,60,0.8588228380006464,0.8659110822192702,0.8623669601099583
205,LOC101255389,LOC100267853,60,0.8275102112779524,0.7314038608292586,0.7794570360536055
206,LOC101261215,LOC100262007,62,0.9832623196497312,0.9926909923405218,0.9879766559951265
207,LOC101258197,LOC100262534,63,0.9769092885898151,0.9812102540911788,0.9790597713404969
208,LOC101258378,LOC100267028,64,0.9763215891393141,0.97058308131483,0.9734523352270721
209,LOC101268852,LOC100267028,64,0.9753401310569776,0.932014357988751,0.9536772445228643
210,LOC101245169,LOC100260602,65,0.7802297904851458,0.9389389785478081,0.859584384516477
211,PAP1,LOC100247127,66,0.7871940289735829,0.5730696638811164,0.6801318464273496
212,PAP1,LOC100241752,66,0.7601069612999912,0.6345439642746107,0.6973254627873009
213,PAP1,LOC100241989,66,0.5874056007757633,0.3581300698114807,0.472767835293622
214,PAP1,LOC100260651,66,0.7515383033116864,0.7755688081173512,0.7635535557145188
215,PAP1,LOC100246877,66,0.799418177544004,0.6545634976713803,0.7269908376076921
216,LOC101263211,LOC100254742,67,0.8841997002732803,0.9397303637545575,0.911965032013919
217,LOC101263211,LOC100244241,67,0.7130733742763951,0.6908849382436901,0.7019791562600426
218,LOC101263362,LOC100254742,67,0.7571332020804561,0.8887368926825132,0.8229350473814847
219,LOC101263362,LOC100244241,67,0.9217125561987599,0.8125773720358385,0.8671449641172992
220,LOC104644405,LOC100254742,67,0.37391202139226,0.663796953166954,0.518854487279607
221,LOC104644405,LOC100244241,67,0.6511768681496283,0.7388824510330404,0.6950296595913343
222,LOC101256942,LOC100242188,68,0.9343833563515618,0.9446482575393572,0.9395158069454594
223,LOC101262909,LOC100255926,69,0.8975757397666834,0.849840309770781,0.8737080247687321
224,LOC101249053,LOC100267584,70,0.8692897652140695,0.8258048104915067,0.8475472878527881
225,LOC101263824,LOC100244898,71,0.6009226881372866,0.45845070643691377,0.5296866972871002
226,LOC101263824,LOC100853464,71,0.41787389928790414,0.6348435601028801,0.5263587296953921
227,LOC101263824,LOC100248136,71,0.4479934961260811,0.7479946864136118,0.5979940912698465
228,LOC101266530,LOC100244898,71,0.7203549704681027,0.35528171115068036,0.5378183408093915
229,LOC101266530,LOC100853464,71,0.7688930680849814,0.7469715383963144,0.7579323032406479
230,LOC101266530,LOC100248136,71,0.8126766771473068,0.8204233910856109,0.8165500341164589
231,LOC101253467,LOC100244898,71,0.6326878434368663,0.5848964761375377,0.608792159787202
232,LOC101253467,LOC100853464,71,0.9493696923393377,0.7833356886464486,0.8663526904928931
233,LOC101253467,LOC100248136,71,0.9243572037260145,0.7593171476216048,0.8418371756738097
234,LOC101264133,LOC100244898,71,0.7218065881108401,0.3972816546231656,0.5595441213670028
235,LOC101264133,LOC100853464,71,0.7127912785401546,0.8694440518922585,0.7911176652162065
236,LOC101264133,LOC100248136,71,0.7353471834503834,0.854028998615076,0.7946880910327296
237,LOC101267764,LOC100262510,72,0.6236784108606859,0.6350803475814074,0.6293793792210467
238,LOC101267764,LOC100264509,72,0.485786488789633,0.7355755914191233,0.6106810401043782
239,LOC101268055,LOC100262510,72,0.6339572742499486,0.6179650722767085,0.6259611732633286
240,LOC101268055,LOC100264509,72,0.8009461961153066,0.7184307961900455,0.759688496152676
241,LOC101266678,LOC100242874,73,0.9382327877523434,0.9592945366156977,0.9487636621840205
242,LOC101268656,LOC100255295,74,0.9673885574916986,0.9523416522992567,0.9598651048954776
243,LOC101268656,LOC100266271,74,0.9772207692985808,0.9698199598654644,0.9735203645820226
244,LOC101249905,LOC100255295,74,0.932191237401193,0.9561516067946072,0.9441714220979001
245,LOC101249905,LOC100266271,74,0.955411242690488,0.9697012520844521,0.96255624738747
246,LOC101247439,LOC100262320,75,0.7482530633833857,0.49356434244368447,0.6209087029135351
247,LOC101260039,LOC100249684,76,0.8806793805647792,0.8306661767615386,0.8556727786631589
248,LOC101247783,LOC100248125,77,0.9040110487496694,0.9897798253299794,0.9468954370398244
249,LOC101268045,LOC100248125,77,0.9297875466486438,0.989011051129137,0.9593992988888904
250,LOC101247309,LOC100254070,78,0.9821339367047692,0.9819225007772534,0.9820282187410113
251,LOC101260893,LOC100254070,78,0.9637800828656226,0.985082388852774,0.9744312358591982
252,LOC101262337,LOC100263174,79,0.7356998031206841,0.8709533365365592,0.8033265698286216
253,LOC101257726,LOC100247989,80,0.7180923275836738,0.7593567168819423,0.738724522232808
254,LOC101257726,LOC100267634,80,0.8883723663718375,0.8243156245191235,0.8563439954454806
255,LOC101247986,LOC100247989,80,0.683512091916194,0.9078940674373251,0.7957030796767596
256,LOC101247986,LOC100267634,80,0.883435690987629,0.9429103505019957,0.9131730207448123
257,LOC101251849,LOC100251996,81,0.8037377685051864,0.915056103558407,0.8593969360317968
258,LOC101251849,LOC100253665,81,0.8166789104052188,0.8404322470629245,0.8285555787340717
259,LOC101247968,LOC100251996,81,0.9072845346889601,0.9433989994629887,0.9253417670759744
260,LOC101247968,LOC100253665,81,0.9246628074402751,0.8702976173652526,0.8974802124027639
261,LOC101261022,LOC100255841,83,0.778043548529282,0.7293914813035245,0.7537175149164033
262,LOC101261022,LOC100265159,83,0.435949575387147,0.404058675560329,0.420004125473738
263,LOC101261022,LOC100261250,83,0.7425582557080309,0.6838868319154348,0.7132225438117328
264,LOC101268035,LOC100255841,83,0.6046898416149981,0.6966450919985303,0.6506674668067642
265,LOC101268035,LOC100265159,83,0.6267932179483413,0.4977360730335491,0.5622646454909452
266,LOC101268035,LOC100261250,83,0.6151626458229261,0.6655097368644188,0.6403361913436725
267,LOC101258116,LOC100255841,83,0.566936028914813,0.6651649190243352,0.616050473969574
268,LOC101258116,LOC100265159,83,0.6542446592812435,0.4912184505808202,0.5727315549310319
269,LOC101258116,LOC100261250,83,0.569909788134348,0.6529832395918713,0.6114465138631097
270,LOC101253581,LOC100243305,84,0.7736710646175545,0.8772505016816936,0.8254607831496241
271,LOC101261553,LOC100241784,85,0.6303781845963975,0.6653995082106215,0.6478888464035095
272,LOC101261553,LOC100254895,85,0.6563780082865622,0.7235182725191487,0.6899481404028555
273,LOC101268741,LOC100241784,85,0.41320560665275774,0.3632670077160058,0.38823630718438173
274,LOC101268741,LOC100254895,85,0.40809849842790397,0.5337214889347389,0.47090999368132147
275,LOC543607,LOC100241784,85,0.8430372307601893,0.8867683219807241,0.8649027763704566
276,LOC543607,LOC100254895,85,0.76520819253034,0.8036912467143382,0.7844497196223391
277,LOC101255218,LOC100241784,85,0.9158414386882548,0.9117110878720217,0.9137762632801383
278,LOC101255218,LOC100254895,85,0.7291469542475978,0.8136400893134734,0.7713935217805357
279,LOC101248321,LOC100853015,86,0.8321412829479004,0.8750572341087024,0.8535992585283014
280,LOC101248321,LOC100260361,86,0.851564749786959,0.9250501681693565,0.8883074589781577
281,LOC101263112,LOC100242718,87,0.8685257559284182,0.8901136517088581,0.8793197038186382
282,LOC101262662,LOC100251160,88,0.7128794334577297,0.7620813430937509,0.7374803882757404
283,LOC101262662,LOC100256894,88,0.5582850930034381,0.5066504621124333,0.5324677775579356
284,LOC101265959,LOC100251160,88,0.597707972143046,0.6113168084565163,0.6045123902997811
285,LOC101265959,LOC100256894,88,0.20889189268608035,0.42864249173285096,0.31876719220946564
286,LOC101255602,LOC100853487,89,0.755323087772913,0.8668324807099856,0.8110777842414494
287,LOC101263915,LOC100251581,90,0.6012753078075872,0.7614482349283513,0.6813617713679693
288,LOC101263915,LOC100247184,90,0.7423584378948606,0.7240860600008165,0.7332222489478386
289,LOC101263915,LOC100247578,90,0.9169639446387118,0.9534891608490433,0.9352265527438776
290,LOC101265902,LOC100251581,90,0.5567629514266405,0.7037449478533676,0.630253949640004
291,LOC101265902,LOC100247184,90,0.8869266257236049,0.845683025101357,0.866304825412481
292,LOC101265902,LOC100247578,90,0.8503482119244219,0.8982504734179362,0.874299342671179
293,LOC101259933,LOC100251581,90,0.7417472304663395,0.5771854950397106,0.6594663627530251
294,LOC101259933,LOC100247184,90,0.8824718638888073,0.8828090406338619,0.8826404522613346
295,LOC101259933,LOC100247578,90,0.7562281449266846,0.8524631864560075,0.804345665691346
296,LOC101263008,LOC100251581,90,0.5705973964914343,0.7463666939882988,0.6584820452398665
297,LOC101263008,LOC100247184,90,0.6714054832358731,0.8128028540114123,0.7421041686236427
298,LOC101263008,LOC100247578,90,0.9057506391231523,0.9500127186908228,0.9278816789069876
299,LOC101256047,LOC100252116,91,0.8838412036084746,0.8930273310533903,0.8884342673309324
300,LOC101256047,LOC100263590,91,0.9048397049748758,0.9302795913688765,0.9175596481718762
301,LOC101252433,LOC100252116,91,0.41002027563104226,0.6840507617082615,0.5470355186696518
302,LOC101252433,LOC100263590,91,0.48392935852604974,0.6884297598522747,0.5861795591891622
303,LOC101255822,LOC100249529,92,0.8810731391966148,0.8792233119470902,0.8801482255718525
304,LOC101252167,LOC100253980,93,0.9276835826158503,0.9738729826743167,0.9507782826450835
305,LOC101263177,LOC100257981,94,0.8425905791778084,0.8454028998615076,0.843996739519658
306,LOC101255901,LOC100257981,94,0.8683494460932679,0.8999915208727848,0.8841704834830264
307,LOC101260295,LOC100853029,95,0.906109135787958,0.9907634040869392,0.9484362699374487
308,LOC101260295,LOC100854306,95,0.9059739649143428,0.9039145303976711,0.904944247656007
309,ACI112,LOC100264272,96,0.9637330669095825,0.9413150184185485,0.9525240426640655
310,LOC101244841,LOC100257728,97,0.7108048543974612,0.8040968316327972,0.7574508430151292
