,tomato,grape,Group Number,Species 1 Score,Species 2 Score,Total Score
10851,LOC101265748,LOC100261674,2997,0.8858922746907232,0.8766663840290928,0.8812793293599079
10852,LOC101245524,LOC100256072,2997,0.8555199670888308,0.8195233474338078,0.8375216572613193
10853,LOC101245524,LOC100263563,2997,0.8310422849754636,0.7756705576439332,0.8033564213096984
10854,LOC101245524,LOC100250890,2997,0.6479445211718727,0.8874876346061445,0.7677160778890086
10855,LOC101245524,LOC100261674,2997,0.8408744967823455,0.8205659660395254,0.8307202314109354
10856,LOC101263503,LOC100256412,2998,0.9400781640269166,0.9215002402419378,0.9307892021344272
10857,GSH2,LOC100254472,3000,0.6885663071905027,0.7395055098624811,0.7140359085264919
10858,LOC101260607,LOC100250424,3001,0.9378331521260028,0.9657160622933213,0.951774607209662
10859,LOC101264952,LOC100258992,3002,0.373347829919779,0.6210734575054407,0.49721064371260987
10860,LOC101251519,LOC100258992,3002,0.6393347242220329,0.4118425143438569,0.5255886192829449
10861,LOC101261874,LOC100264186,3003,0.8533043401604419,0.8879285492213335,0.8706164446908877
10862,LOC544252,LOC100241550,3004,0.94200581822456,0.9368926825132132,0.9394492503688866
10863,LOC101249145,LOC100852545,3005,0.7422879139608004,0.7813967948899126,0.7618423544253565
10864,LOC101252275,LOC100247930,3006,0.6082042843289941,0.7059014725417597,0.6570528784353769
10865,LOC101252275,LOC100243357,3006,0.48953013428932446,0.7417427432802917,0.6156364387848081
10866,LOC101252275,LOC100242781,3006,0.5670829537774382,0.6692104048312182,0.6181466793043282
10867,LOC101252275,LOC100263305,3006,0.5573917898386764,0.5615372657641107,0.5594645278013936
10868,LOC101252275,LOC100257810,3006,0.5996591343187094,0.7214041434668325,0.6605316388927709
10869,LOC101252275,LOC100252666,3006,0.6252299374100085,0.687066818662873,0.6561483780364408
10870,LOC101252275,LOC100250856,3006,0.5456436778231613,0.6850443898011801,0.6153440338121707
10871,LOC101252275,LOC100241039,3006,0.5827980370838354,0.7734785462379369,0.6781382916608861
10872,LOC101268407,LOC100247930,3006,0.739696159384091,0.8200658545547045,0.7798810069693978
10873,LOC101268407,LOC100243357,3006,0.6774705415650436,0.7429750431022301,0.7102227923336368
10874,LOC101268407,LOC100242781,3006,0.7318503717199024,0.611621428952765,0.6717359003363337
10875,LOC101268407,LOC100263305,3006,0.7066439422879139,0.7602385461123202,0.733441244200117
10876,LOC101268407,LOC100257810,3006,0.5941523904675149,0.6482858031146661,0.6212190967910904
10877,LOC101268407,LOC100252666,3006,0.6586641591490112,0.5797775956335635,0.6192208773912873
10878,LOC101268407,LOC100250856,3006,0.744956069466075,0.886495890763718,0.8157259801148965
10879,LOC101268407,LOC100241039,3006,0.6727219300049955,0.7526324549585622,0.7126771924817789
10880,LOC101268373,LOC100247930,3006,0.4012165378625371,0.5125773720358384,0.45689695494918775
10881,LOC101268373,LOC100243357,3006,0.561746642766889,0.6832706820044656,0.6225086623856773
10882,LOC101268373,LOC100242781,3006,0.48307719432282326,0.536490080991367,0.5097836376570951
10883,LOC101268373,LOC100263305,3006,0.4243954041902971,0.5811240496311579,0.5027597269107276
10884,LOC101268373,LOC100257810,3006,0.506079750815433,0.7352873010938075,0.6206835259546202
10885,LOC101268373,LOC100252666,3006,0.4212512121301167,0.5693262862364923,0.49528874918330446
10886,LOC101268373,LOC100250856,3006,0.402339043812994,0.6510839150956729,0.5267114794543335
10887,LOC101268373,LOC100241039,3006,0.3983485645440922,0.5421553941380968,0.4702519793410945
10888,LOC101253179,LOC100247930,3006,0.911921483353413,0.8226237245979481,0.8672726039756806
10889,LOC101253179,LOC100243357,3006,0.7573976668331815,0.7201944546508013,0.7387960607419914
10890,LOC101253179,LOC100242781,3006,0.9067144662219742,0.7676122463720327,0.8371633562970034
10891,LOC101253179,LOC100263305,3006,0.8698069407305105,0.8080961533026201,0.8389515470165653
10892,LOC101253179,LOC100257810,3006,0.8905762393112162,0.7972979847940985,0.8439371120526573
10893,LOC101253179,LOC100252666,3006,0.8625547295113278,0.6252508408467822,0.743902785179055
10894,LOC101253179,LOC100250856,3006,0.8433487114689547,0.7788046942960598,0.8110767028825072
10895,LOC101253179,LOC100241039,3006,0.8955834386294849,0.8497467253296653,0.8726650819795752
10896,LOC101253801,LOC100247930,3006,0.5909317974787693,0.5089737429693904,0.5499527702240798
10897,LOC101253801,LOC100243357,3006,0.5461490993505921,0.577095051016082,0.5616220751833371
10898,LOC101253801,LOC100242781,3006,0.5692691957333019,0.7486252822450216,0.6589472389891617
10899,LOC101253801,LOC100263305,3006,0.6178601863007258,0.4782793024504678,0.5480697443755969
10900,LOC101253801,LOC100257810,3006,0.5312332872968765,0.7843927531726067,0.6578130202347416
10901,LOC101253801,LOC100252666,3006,0.5650495136787047,0.7178177866965634,0.6414336501876341
10902,LOC101253801,LOC100250856,3006,0.5819282418970938,0.38684918773101695,0.4843887148140554
10903,LOC101253801,LOC100241039,3006,0.6175075666304253,0.6830470842793841,0.6502773254549047
10904,LOC101258946,LOC100247121,3007,0.904346037436455,0.7074135835617987,0.8058798104991269
10905,LOC101259239,LOC100247121,3007,0.6821427521965266,0.5600689635680167,0.6211058578822717
10906,LOC101255014,LOC100241601,3008,0.7230818959184273,0.773816455159549,0.7484491755389882
10907,LOC101260445,LOC100257954,3009,0.7647968029149893,0.7202170656567084,0.7425069342858488
10908,LOC101268797,LOC100257954,3009,0.9373453615820869,0.9807146962117144,0.9590300288969007
10909,LOC101255704,LOC100247589,3010,0.9499397608063237,0.9559876770017807,0.9529637189040522
10910,LOC101253614,LOC100247715,3011,0.8477799653257324,0.6907888414685848,0.7692844033971586
10911,LOC101253614,LOC100253635,3011,0.9013370162498898,0.7615889256317735,0.8314629709408317
10912,LOC101253614,LOC100267227,3011,0.890435191443096,0.9286465742755842,0.9095408828593401
10913,LOC101264758,LOC100247715,3011,0.9210543328141989,0.8455894406602413,0.8833218867372201
10914,LOC101264758,LOC100253635,3011,0.9404660456642473,0.7197145988587723,0.8300903222615098
10915,LOC101264758,LOC100267227,3011,0.9465957509329729,0.9493482063505523,0.9479719786417626
10916,LOC101246624,LOC100247715,3011,0.7774499720842761,0.6752889969192505,0.7263694845017633
10917,LOC101246624,LOC100253635,3011,0.9091181569745233,0.8465120953179516,0.8778151261462375
10918,LOC101246624,LOC100267227,3011,0.7643677823161236,0.9064563843117304,0.8354120833139269
10919,LOC101261111,LOC100260292,3013,0.9145720078751726,0.9242185856187721,0.9193952967469723
10920,LOC101253464,LOC100241759,3014,0.8977109106402985,0.9467849975975805,0.9222479541189395
10921,CYP97A29,LOC100240996,3015,0.9472422203285239,0.9805827986772562,0.96391250950289
10922,LOC101259635,LOC104879148,3016,0.9168170197760865,0.8933325796331364,0.9050747997046115
10923,LOC101256295,LOC100242804,3017,0.8136581352296435,0.90567253610695,0.8596653356682967
10924,LOC101256295,LOC100246673,3017,0.8047192265875232,0.8875441621209124,0.8461316943542178
10925,LOC101256275,LOC100266752,3018,0.9726132056066528,0.9344846103841045,0.9535489079953786
10926,LOC104649474,LOC104877478,3019,0.9386735623402193,0.9267855628727283,0.9327295626064738
10927,LOC104649474,LOC104880811,3019,0.8948076753548235,0.9421497413866199,0.9184787083707218
10928,LOC104649469,LOC104877478,3019,0.9344009873350768,0.9166897487351969,0.9255453680351369
10929,LOC104649469,LOC104880811,3019,0.8343216479092592,0.905186399479947,0.8697540236946031
10930,LOC101246402,LOC104879015,3020,0.94199406423555,0.950371982451347,0.9461830233434485
10931,LOC101263565,LOC100252404,3021,0.9708383532661397,0.9853687949275978,0.9781035740968687
10932,LOC101252206,LOC100260809,3022,0.8783344597572801,0.8800655719171306,0.8792000158372053
10933,LOC101252206,LOC100258883,3022,0.8802797449384384,0.9185664622254882,0.8994231035819633
10934,LOC101263043,LOC100257929,3023,0.8930387000088155,0.9559744872483349,0.9245065936285752
10935,LOC101266955,LOC100259495,3024,0.9463606711527724,0.977615104151946,0.9619878876523592
10936,LOC101267112,LOC100255742,3025,0.45749463724251416,0.6562090764346212,0.5568518568385676
10937,LOC101254048,LOC100256546,3026,0.9389967970379948,0.9368799638223906,0.9379383804301926
10938,LOC101268274,LOC100244013,3027,0.9172342863859423,0.8946421337252574,0.9059382100555998
10939,LOC101258499,LOC104880878,3028,0.753683406306015,0.7993367438267243,0.7765100750663696
10940,LOC101253105,LOC100241764,3029,0.8957538714701302,0.9191750751344884,0.9074644733023093
10941,LOC101264717,LOC100266072,3030,0.9164467691222709,0.9170854413385716,0.9167661052304212
10942,LOC101264717,LOC100245301,3030,0.9302224442420147,0.9017099573217264,0.9159662007818705
10943,LOC101268842,LOC100266072,3030,0.9274543798301549,0.96450637347729,0.9459803766537225
10944,LOC101268842,LOC100245301,3030,0.9026475860245071,0.9444560639891468,0.923551825006827
10945,LOC101262025,LOC100266072,3030,0.9154065410948841,0.9743478137983664,0.9448771774466252
10946,LOC101262025,LOC100245301,3030,0.90726102671094,0.9432237641672083,0.9252423954390742
10947,LOC101254891,LOC100264744,3031,0.5239399371161588,0.8312371046606936,0.6775885208884262
10948,LOC101254891,LOC100259567,3031,0.5306162028738504,0.825358243124841,0.6779872229993457
10949,LOC101264994,LOC100264744,3031,0.8348623314037201,0.7047907068765722,0.7698265191401461
10950,LOC101264994,LOC100259567,3031,0.8202580000587699,0.7061530199824765,0.7632055100206232
10951,LOC101256095,LOC100244189,3032,0.9365460903294055,0.9325909386393827,0.934568514484394
10952,LOC101264978,LOC109123809,3033,0.947271605301049,0.9518837794296373,0.9495776923653432
10953,LOC101246811,LOC100249662,3034,0.9361347007140548,0.9713122862553348,0.9537234934846948
10954,LOC101245455,LOC100249662,3034,0.960553612882372,0.9879992086147933,0.9742764107485826
10955,LOC101247839,LOC100262851,3035,0.993082777467603,0.9923970492637291,0.992739913365666
10956,LOC101245889,LOC100262851,3035,0.9536540213334901,0.9917752466012831,0.9727146339673867
10957,LOC101256366,LOC100243014,3037,0.897364167964503,0.8435431446256466,0.8704536562950749
10958,LOC101248592,LOC100246609,3038,0.9328141988187241,0.9418174852164847,0.9373158420176044
10959,LOC101266557,LOC100251108,3039,0.9766095618700597,0.9552459103913274,0.9659277361306935
10960,LOC101266524,LOC100251108,3039,0.7436043607299226,0.6241328522213744,0.6838686064756485
10961,LOC101257930,LOC100251708,3040,0.6422203285239929,0.7490630564427234,0.6956416924833582
10962,LOC101257930,LOC100254423,3040,0.6068114366313068,0.7341510980469743,0.6704812673391405
10963,LOC101257930,LOC100255380,3040,0.8153742176251065,0.847460501399056,0.8314173595120813
10964,LOC101267825,LOC100251708,3040,0.7295289588904234,0.8306153019982476,0.7800721304443354
10965,LOC101267825,LOC100254423,3040,0.7518145220534219,0.7275204205647099,0.7396674713090658
10966,LOC101267825,LOC100255380,3040,0.7968322999617995,0.7526827016383558,0.7747575008000777
10967,LOC101250503,LOC100251708,3040,0.7342011695219065,0.7937141403578192,0.7639576549398628
10968,LOC101250503,LOC100254423,3040,0.7389556580764597,0.7482773239874508,0.7436164910319553
10969,LOC101250503,LOC100255380,3040,0.6639181922364903,0.6859299875325426,0.6749240898845165
10970,LOC101246090,LOC100244803,3041,0.9699861890629132,0.9617874000169583,0.9658867945399358
10971,LOC101246090,LOC100249591,3041,0.9542828597455262,0.9111783160453351,0.9327305878954306
10972,LOC101268826,LOC100245502,3042,0.8948370603273487,0.9179842288233798,0.9064106445753642
10973,LOC101263481,LOC100246750,3044,0.8894125943992242,0.9630781116041566,0.9262453530016903
10974,LOC101249281,LOC100242081,3045,0.7230936499074373,0.8064466490175204,0.7647701494624788
10975,LOC101262119,LOC100250967,3046,0.6490787811113397,0.6074164099375371,0.6282475955244384
10976,LOC101262119,LOC100268149,3046,0.6482031089300931,0.8305085278036862,0.7393558183668897
10977,LOC101262119,LOC100256121,3046,0.43952278804619316,0.5867047285266104,0.5131137582864018
10978,LOC543899,LOC100250967,3046,0.39309453145661305,0.5851233713009808,0.48910895137879695
10979,LOC543899,LOC100268149,3046,0.18114072463342246,0.3217985799032123,0.2514696522683174
10980,LOC543899,LOC100256121,3046,0.39318268637418824,0.5507532291342812,0.4719679577542347
10981,LOC101256521,LOC100250967,3046,0.5690399929476065,0.42919222181396793,0.49911610738078727
10982,LOC101256521,LOC100268149,3046,0.5496576650700832,0.4893775378498818,0.5195176014599825
10983,LOC101256521,LOC100256121,3046,0.5548294202344921,0.7604985726802521,0.6576639964573721
10984,LLP,LOC100260420,3047,0.9230113719843672,0.8414742375851446,0.8822428047847559
10985,LOC101265573,LOC100261849,3048,0.9367341541535659,0.9723750035329697,0.9545545788432678
10986,LOC101249451,LOC100252626,3050,0.9864065117099116,0.9889677133678151,0.9876871125388633
10987,LOC101244963,LOC100249117,3051,0.9175927830507478,0.9412710525737291,0.9294319178122384
10988,LOC101268089,LOC100249117,3051,0.8103376333343127,0.8741352075344896,0.8422364204344012
10989,LOC101258511,LOC100265536,3052,0.9792424554083041,0.9683785082388852,0.9738104818235946
10990,LOC101253766,LOC100250907,3053,0.8157444682789221,0.6993332893674885,0.7575388788232054
10991,LOC101255689,LOC100248858,3054,0.9556874614322236,0.9517198496368108,0.9537036555345172
10992,CCH,LOC100247137,3055,0.9199781898203925,0.9369322517735508,0.9284552207969716
10993,LOC101247578,LOC100247137,3055,0.8263465663659605,0.9492382917385037,0.8877924290522321
10994,LOC101245312,LOC109121388,3056,0.8683200611207428,0.8838956250843987,0.8761078431025707
10995,LOC101245312,LOC104878677,3056,0.9513972554435661,0.9774285633532123,0.9644129093983892
10996,LOC101245312,LOC104878694,3056,0.9474420381416944,0.9464288742545434,0.9469354561981189
10997,LOC104649493,LOC100251571,3057,0.911933237342423,0.8539555128458777,0.8829443750941504
10998,LOC101263808,LOC100240985,3058,0.9919955334841761,0.9956869506232159,0.993841242053696
10999,LOC101246340,LOC100251549,3059,0.6569950927095883,0.7610921115853142,0.7090436021474513
11000,LOC101252236,LOC100251549,3059,0.7016955129146955,0.8816709533365366,0.7916832331256161
11001,LOC101260788,LOC100241906,3060,0.7098057653316094,0.8601339702099997,0.7849698677708046
11002,LOC101260226,LOC100254186,3061,0.9042226205518498,0.9834971061052856,0.9438598633285677
11003,LOC101257498,LOC100852609,3062,0.947888689724075,0.7746247986207286,0.8612567441724018
11004,LOC101257203,LOC100852609,3062,0.6730451647027711,0.6623470224131596,0.6676960935579653
11005,LOC101257795,LOC100852609,3062,0.5424936087684757,0.7044741527938724,0.623483880781174
11006,LOC101258093,LOC100852609,3062,0.8461344068643296,0.8087886153585258,0.8274615111114276
11007,LOC101254462,LOC100257823,3063,0.9819223649025889,0.9988097817723889,0.9903660733374888
11008,LOC101246529,LOC100242149,3064,0.9138373835620464,0.9387335952441518,0.9262854894030991
11009,LOC101264672,LOC100259668,3065,0.9394434486203755,0.9438907888414687,0.9416671187309221
11010,LOC101264672,LOC100244190,3065,0.6787517263671358,0.817240892004183,0.7479963091856594
11011,LOC101249178,LOC100259668,3065,0.994863506802621,0.9923122579915774,0.9935878823970992
11012,LOC101249178,LOC100244190,3065,0.453321971143957,0.578259517820299,0.515790744482128
11013,LOC101260706,LOC100248097,3066,0.9260497781434575,0.8393374975269212,0.8826936378351893
11014,LOC101260706,LOC100264634,3066,0.8453997825512033,0.8766060880133405,0.8610029352822719
11015,LOC101260706,LOC100240940,3066,0.8249654726572831,0.9198326785562873,0.8723990756067852
11016,LOC101254832,LOC100248097,3066,0.7462548852516823,0.7870438936152172,0.7666493894334497
11017,LOC101254832,LOC100264634,3066,0.783221180688196,0.884763008394336,0.833992094541266
11018,LOC101254832,LOC100240940,3066,0.8638124063354001,0.9359486730165909,0.8998805396759955
11019,LOC101245362,LOC100248097,3066,0.8889483118333285,0.8753624826884486,0.8821553972608885
11020,LOC101245362,LOC100264634,3066,0.6914812964649878,0.8809191373901246,0.7862002169275562
11021,LOC101245362,LOC100240940,3066,0.8119831917957157,0.9512845877730985,0.8816338897844072
11022,LOC101260217,LOC100248097,3066,0.8984749199259499,0.8283146321471976,0.8633947760365737
11023,LOC101260217,LOC100264634,3066,0.7578972113661073,0.8725417597015348,0.8152194855338211
11024,LOC101260217,LOC100240940,3066,0.8429725838206341,0.9279500296769453,0.8854613067487898
11025,LOC101255679,LOC100241526,3067,0.8910992918221622,0.8962607048981092,0.8936799983601357
11026,LOC101253759,LOC100233065,3068,0.6148629191031707,0.6784683555831913,0.6466656373431809
11027,LOC101253759,MLO7,3068,0.600564191472481,0.6983126536841808,0.649438422578331
11028,LOC101253759,MLO6,3068,0.47967441450442244,0.6945422684491676,0.587108341476795
11029,LOC101253759,MLO11,3068,0.6451411947929828,0.6804530994350388,0.6627971471140108
11030,LOC101253157,LOC100233065,3068,0.8653800946196115,0.9557420963542893,0.9105610954869504
11031,LOC101253157,MLO7,3068,0.885978960359672,0.7955823747208954,0.8407806675402838
11032,LOC101253157,MLO6,3068,0.7902133349005319,0.8699697577795993,0.8300915463400655
11033,LOC101253157,MLO11,3068,0.8700155740354383,0.7474444852698717,0.808730029652655
11034,LOC101245171,LOC100233065,3068,0.9071787487878699,0.9698739750462426,0.9385263619170563
11035,LOC101245171,MLO7,3068,0.864999559225412,0.7822984087504593,0.8236489839879357
11036,LOC101245171,MLO6,3068,0.8314771825688343,0.9047737486221418,0.868125465595488
11037,LOC101245171,MLO11,3068,0.8545678939790191,0.7512129862543927,0.8028904401167059
11038,MLO1,LOC100233065,3068,0.8807851664658694,0.878198907762798,0.8794920371143337
11039,MLO1,MLO7,3068,0.900913872645529,0.850180888047257,0.875547380346393
11040,MLO1,MLO6,3068,0.844671035232582,0.8844408015601595,0.8645559183963707
11041,MLO1,MLO11,3068,0.9139666774411566,0.8029231005969933,0.858444889019075
11042,LOC101253605,LOC100261240,3070,0.7590549792835944,0.817110878720217,0.7880829290019058
11043,LOC101249047,LOC100261240,3070,0.7748582175075667,0.8303439699273621,0.8026010937174644
11044,LOC101248830,LOC100262107,3071,0.934518527225177,0.9451513524207908,0.9398349398229839
11045,LOC101266220,LOC100250894,3072,0.8785519085539655,0.9030144867458679,0.8907831976499168
11046,LOC101266220,LOC100264723,3072,0.6500719931826864,0.24542127130380711,0.44774663224324673
11047,LOC101261274,LOC100251484,3073,0.9129558343862948,0.9326700771600578,0.9228129557731763
11048,LOC101255899,LOC100256217,3074,0.9586670976462638,0.9134281111330941,0.9360476043896789
11049,LOC101267344,LOC100253624,3075,0.8134406864329582,0.9678867188604053,0.8906637026466817
11050,LOC101247817,LOC104882666,3076,0.8814375128559255,0.9680902179135694,0.9247638653847474
11051,LOC101247817,LOC104880960,3076,0.8409920366724457,0.9491478477148753,0.8950699421936605
11052,LOC101247817,LOC100259801,3076,0.9635332490964121,0.961973940815692,0.9627535949560521
11053,LOC101247817,LOC104881986,3076,0.9378155211424877,0.9464288742545434,0.9421221976985155
11054,LOC101249575,LOC100252758,3077,0.9134155459564646,0.7364899239704926,0.8249527349634787
11055,LOC101256479,LOC100256291,3078,0.931568275983662,0.9629405613182217,0.9472544186509418
11056,LOC101259608,LOC100263857,3079,0.8392583232934677,0.8541703174019954,0.8467143203477316
11057,FEY,LOC100254267,3080,0.6910287678881021,0.8198892060710551,0.7554589869795786
11058,LOC101266581,LOC100264531,3081,0.8288266580470747,0.9407497432708704,0.8847882006589725
11059,LOC101253533,LOC100245070,3082,0.9945696570773706,0.9799496905118567,0.9872596737946135
11060,LOC101253816,LOC100262899,3083,0.9108695013370163,0.7701817359599785,0.8405256186484974
11061,LOC101253816,LOC100260823,3083,0.8380946783814758,0.8388400553969645,0.8384673668892202
11062,LOC101248757,LOC100262899,3083,0.8987687696512003,0.9691811989485882,0.9339749842998943
11063,LOC101248757,LOC100260823,3083,0.9124033969028239,0.9074927220824737,0.9099480594926488
11064,LOC101244502,LOC100256179,3084,0.8920396109429638,0.9030609649246771,0.8975502879338204
11065,LOC101244737,LOC100261169,3085,0.9016132349916253,0.8893926118538198,0.8955029234227225
11066,LOC101261855,LOC100256424,3086,0.9329434926978343,0.9066900313727706,0.9198167620353024
11067,LOC101262676,LOC100267097,3087,0.8602803326378891,0.9248918911280065,0.8925861118829478
11068,LOC101255641,LOC100267097,3087,0.9436396226969528,0.9427319747887285,0.9431857987428407
11069,LOC101251447,LOC100261372,3088,0.8611736358026505,0.9029366043921879,0.8820551200974192
11070,LOC101264166,LOC100852788,3089,0.9415591666421792,0.9832395918713434,0.9623993792567613
11071,LOC101264166,LOC100245052,3089,0.8237077958332109,0.8660637065091433,0.8448857511711771
11072,LOC101264166,LOC100250742,3089,0.9392612617907202,0.9720980187106075,0.9556796402506639
11073,LOC101260521,LOC100266217,3090,0.7154182950838941,0.7124897543879483,0.7139540247359212
11074,LOC101260521,LOC100257746,3090,0.7679762569421997,0.8107006585455471,0.7893384577438733
11075,LOC101244777,LOC100266217,3090,0.4101672004936675,0.4099036205873209,0.4100354105404942
11076,LOC101244777,LOC100257746,3090,0.8750315888454645,0.8388570136513948,0.8569443012484297
11077,LOC101260137,LOC100257096,3091,0.48370015574035435,0.5911477911873605,0.5374239734638574
11078,LOC101260137,LOC100247460,3091,0.8160383180041726,0.753562018534744,0.7848001682694583
11079,DNApolalpha,LOC100250805,3092,0.9995357174341041,0.9979367457109748,0.9987362315725394
11080,LOC101248742,LOC100251945,3093,0.9387499632687843,0.8874442968448226,0.9130971300568035
11081,LOC101264750,LOC100251945,3093,0.8322764538215157,0.8857296288968656,0.8590030413591907
11082,LOC101247910,LOC100255840,3094,0.7062266756780582,0.9611147225912212,0.8336706991346396
11083,LOC101247910,LOC100247311,3094,0.6166554024271987,0.9120884090330968,0.7643719057301478
11084,LOC101256488,LOC100251202,3095,0.8107137609826335,0.8864205207440278,0.8485671408633306
11085,LOC101255855,LOC100248648,3096,0.6667215186153801,0.8201011842514344,0.7434113514334073
11086,LOC101256760,LOC100253274,3098,0.9742646410625605,0.9783216980865437,0.976293169574552
11087,LOC101253662,LOC100264490,3099,0.8393758631835679,0.7005172267601255,0.7699465449718468
11088,LOC101257774,LOC100252455,3100,0.22329640621786018,0.5576891551962918,0.390492780707076
11089,LOC101261587,LOC100252455,3100,0.4896417971849196,0.7798818574941353,0.6347618273395275
11090,LOC101257240,LOC100243267,3101,0.9116570186006876,0.981645515954891,0.9466512672777894
11091,LOC101244793,LOC100257795,3102,0.8333049278598925,0.8459531010052477,0.8396290144325701
11092,LOC101251627,LOC100241045,3103,0.6847286297787312,0.6828184618863231,0.6837735458325271
11093,LOC101258281,LOC100245577,3104,0.9626340689371455,0.9844549334388514,0.9735445011879984
11094,LOC101249909,LOC104882340,3105,0.4340748141400488,0.5062321585031514,0.4701534863216001
11095,LOC101249909,LOC100259359,3105,0.5374864094502072,0.6291681976201916,0.5833273035351993
11096,LOC101249909,LOC100267898,3105,0.4749081719608592,0.5047907068765721,0.48984943941871567
11097,LOC101249909,LOC100259314,3105,0.6054127119391143,0.5185080504602282,0.5619603811996712
11098,LOC101262191,LOC104882340,3105,0.37237476754387805,0.12013227438455668,0.24625352096421738
11099,LOC101262191,LOC100259359,3105,0.2953861395282452,0.14312766739210311,0.21925690346017418
11100,LOC101262191,LOC100267898,3105,0.43750865807226186,0.3686096429659359,0.4030591505190989
11101,LOC101262191,LOC100259314,3105,0.7486619342868057,0.7561434417091407,0.7524026879979733
11102,LOC101263999,LOC104882340,3105,0.9325673650495137,0.8766230462677708,0.9045952056586422
11103,LOC101263999,LOC100259359,3105,0.9019658546619259,0.83040049744213,0.866183176052028
11104,LOC101263999,LOC100267898,3105,0.8258176368605096,0.6223679375936237,0.7240927872270666
11105,LOC101263999,LOC100259314,3105,0.24861449854544387,0.3386877451488401,0.293651121847142
11106,LOC101244275,LOC104882340,3105,0.49603139621064457,0.26996410502812246,0.3829977506193835
11107,LOC101244275,LOC100259359,3105,0.5137537996401973,0.38210338882451034,0.4479285942323538
11108,LOC101244275,LOC100267898,3105,0.568200888732169,0.44874681640177244,0.5084738525669708
11109,LOC101244275,LOC100259314,3105,0.6435896682436602,0.6503741807435881,0.6469819244936241
11110,LOC101247602,LOC104882340,3105,0.38268049719373515,0.26363302337412736,0.32315676028393125
11111,LOC101247602,LOC100259359,3105,0.3740001763098352,0.278816313840762,0.3264082450752986
11112,LOC101247602,LOC100267898,3105,0.49600070523934064,0.42557053534696904,0.46078562029315484
11113,LOC101247602,LOC100259314,3105,0.6743498574828832,0.6919093424279824,0.6831295999554328
11114,LOC112940639,LOC104882340,3105,0.5707516675971908,0.1259376501512111,0.34834465887420096
11115,LOC112940639,LOC100259359,3105,0.4691972025506156,0.12934625929171023,0.2992717309211629
11116,LOC112940639,LOC100267898,3105,0.6454923452146573,0.3630573848487418,0.5042748650316995
11117,LOC112940639,LOC100259314,3105,0.7250227733537069,0.7665193810865216,0.7457710772201143
11118,LOC101247609,LOC104882340,3105,0.33252687908736805,0.21825838727000366,0.27539263317868584
11119,LOC101247609,LOC100259359,3105,0.30649832342406763,0.3201831491478477,0.31334073628595766
11120,LOC101247609,LOC100267898,3105,0.3818152730027197,0.39095685380414474,0.38638606340343223
11121,LOC101247609,LOC100259314,3105,0.7996173423577849,0.6227008218472564,0.7111590821025207
11122,LOC101254669,LOC104882340,3105,0.5448365705778064,0.1608094740114751,0.3528230222946408
11123,LOC101254669,LOC100259359,3105,0.3725753316420649,0.17609451400469178,0.27433492282337835
11124,LOC101254669,LOC100267898,3105,0.6527055397203204,0.38453155962553665,0.5186185496729285
11125,LOC101254669,LOC100259314,3105,0.8606401353014735,0.8078535560517416,0.8342468456766076
11126,LOC101260045,LOC100246639,3106,0.703841921907803,0.8253645239598152,0.7646032229338091
11127,LOC101244460,LOC100257243,3107,0.6896535511739296,0.7790509030270484,0.734352227100489
11128,LOC101244460,LOC100251260,3107,0.6418912168317122,0.4865825662863621,0.5642368915590372
11129,LOC101244460,LOC100262585,3107,0.7976433252034909,0.911048302761369,0.85434581398243
11130,LOC101267433,LOC100257243,3107,0.35733301989362637,0.7123653938554592,0.5348492068745427
11131,LOC101267433,LOC100251260,3107,0.5705327495518792,0.8297234234319111,0.7001280864918951
11132,LOC101267433,LOC100262585,3107,0.575657488760248,0.5738560244198864,0.5747567565900672
11133,LOC101258306,LOC100260472,3108,0.933942581763686,0.9623074531528222,0.9481250174582541
11134,LOC101244063,LOC100252061,3110,0.8734624313126267,0.8930047200474831,0.8832335756800549
11135,LOC101268477,LOC100267175,3111,0.9860245070670859,0.9355416749102626,0.9607830909886743
11136,LOC101247990,LOC100252971,3112,0.929840439599189,0.8492756627066003,0.8895580511528947
11137,LOC101256046,LOC100260389,3113,0.9543710146631013,0.9428286996473311,0.9485998571552161
11138,LOC101252202,LOC100257229,3114,0.8581058446710352,0.9346070866661015,0.8963564656685683
11139,LOC101252258,LOC100241282,3116,0.7335076841703153,0.9351095534640375,0.8343086188171764
11140,LOC101252258,LOC100251553,3116,0.6456760012929388,0.6926259856985387,0.6691509934957387
11141,LOC101252258,LOC100246410,3116,0.5899914783579677,0.7891178253236986,0.6895546518408331
11142,LOC100500729,LOC100259071,3117,0.7459669125209368,0.8710550860631412,0.808510999292039
11143,LOC100500729,LOC100249067,3117,0.7723017248978873,0.9319973997343207,0.852149562316104
11144,LOC100500729,LOC100252482,3117,0.7854191766330698,0.6186201633645178,0.7020196699987937
11145,LOC100500729,LOC100244533,3117,0.8634421556815844,0.9614821514372119,0.9124621535593982
11146,LOC100500729,LOC100266854,3117,0.8936969233933767,0.9813685311325289,0.9375327272629528
11147,LOC101263369,LOC100259071,3117,0.8629484881431636,0.8574545660100054,0.8602015270765845
11148,LOC101263369,LOC100249067,3117,0.8884840292674326,0.8933820412085582,0.8909330352379954
11149,LOC101263369,LOC100252482,3117,0.7618289206899591,0.4964359401938894,0.6291324304419242
