sp1_gene,sp2_gene,fc,sc
Os02g0814800,LOC101256346,0.275742953058049,0.042972326212874
Os02g0814800,LOC101264336,0.89681084023629,0.971816492155302
Os03g0329900,LOC101257079,0.586776742830038,0.599035890797905
Os07g0438800,LOC101257079,0.679180073159429,0.737650190671127
Os03g0329900,LOC101263818,0.814850452299697,0.964205337553129
Os07g0438800,LOC101263818,0.846095955113776,0.970631812993233
Os03g0329900,LOC101245990,0.857468154002414,0.9671652264637
Os07g0438800,LOC101245990,0.853637762540178,0.944301903188819
Os05g0542200,LOC101261000,0.730969754115063,0.992702962493597
Os10g0177200,LOC101257023,0.63103182925343,0.770674225291869
Os02g0286200,LOC101252369,0.565107125001853,0.389813094943052
Os02g0286200,LOC101254224,0.603995469975929,0.55172632089535
Os09g0539100,DHQS,0.67760598508914,0.913716755975713
Os07g0558200,LOC101251056,0.786742726033766,0.97408159666092
Os07g0558200,LOC101251352,0.693872405184286,0.845386896575462
Os07g0661100,LOC101256171,0.86753202655973,0.987146940757037
Os04g0414100,LOC101253195,0.903766537729117,0.988095983997483
Os04g0414100,LOC101264788,0.842136604757685,0.869460841941118
Os06g0704600,LOC101246744,0.663715044887291,0.878190530193672
Os03g0389400,LOC101260875,0.626694475798054,0.855621257001085
Os10g0517400,LOC101244752,0.89520340228762,0.977133910157579
Os02g0219400,LOC101249586,0.793301946980493,0.834892741967779
Os04g0496400,LOC101251141,0.79822615203004,0.875958929683442
Os02g0804500,LOC101246094,0.937413088094049,0.987400268557412
Os02g0804500,LOC101249164,0.9323671597793,0.999188172759675
Os02g0804500,LOC101268084,0.793728204358656,0.937435505914621
Os01g0233500,CycA1,0.775786351133791,0.981739110619878
Os12g0298950,CycA1,0.634866517255574,0.671566821708562
Os04g0421900,LOC101266933,0.886464548006498,0.991022258338424
Os04g0421900,LOC101257344,0.76585470072185,0.910473688642342
Os11g0704300,LOC101245836,0.859426815735991,0.917235175287021
Os07g0598900,LOC101246925,0.743083480184863,0.943145546513148
Os01g0339900,LOC101244123,0.844531454235452,0.905248940700971
Os05g0156300,LOC101244123,0.889285429094205,0.93617709142488
Os04g0663200,LOC104645753,0.744295581944591,0.652240704308739
Os04g0663200,LOC101247799,0.669729287543104,0.787994696222436
Os01g0703400,LOC101259377,0.584853413562293,0.596839554624998
Os01g0695300,LOC101259377,0.478741537905882,0.277632120540007
Os05g0543400,LOC101259377,0.837950713424942,0.973650797201806
Os01g0703400,LOC101258792,0.608905421172176,0.637521136376972
Os01g0695300,LOC101258792,0.681297346879947,0.797182088858717
Os05g0543400,LOC101258792,0.527150114722668,0.243719946971424
Os01g0703400,FPS1,0.572896791980932,0.622493453319301
Os01g0695300,FPS1,0.441516980311524,0.360997372234095
Os05g0543400,FPS1,0.855017395962976,0.992352933095445
Os07g0471100,LOC101266180,0.800619597920164,0.888925637132543
Os02g0119300,LOC101256970,0.817880495963613,0.8838514846746
Os05g0274200,MSH2,0.85898913933715,0.943208096150478
Os03g0760700,LOC101258686,0.871935947645822,0.967517586766878
Os01g0170100,LOC101262002,0.823387694564694,0.949759009631273
Os12g0112300,LOC101258462,0.57868987543713,0.556921620704537
Os08g0163400,LOC101252856,0.894107898272859,0.984525913246156
Os08g0163400,LOC101263418,0.906629004264513,0.986608866591106
Os01g0140100,LOC101249341,0.581866655803464,0.858617310323311
Os01g0140100,LOC101261813,0.760470426362172,0.983323206059638
Os01g0140100,LOC101266341,0.49979445741294,0.671230457075261
Os03g0160400,LOC101258662,0.794853124573857,0.957142746189503
Os02g0186500,LOC101267580,0.56770779927223,0.760165631899639
Os06g0166900,LOC101267580,0.576928792642997,0.895707557897182
Os02g0186500,LOC101249718,0.607240075295487,0.652668303749283
Os06g0166900,LOC101249718,0.598889818070196,0.708931264653796
Os02g0186500,LOC101265742,0.531585859986547,0.622363309647711
Os06g0166900,LOC101265742,0.691429626349953,0.965802622288499
Os03g0226400,LOC101253924,0.621417644547189,0.827967045938971
Os04g0444600,LOC101258750,0.853248212245403,0.980600983213777
Os01g0127400,LOC101257662,0.903439545590966,0.983504090039491
Os03g0650700,LOC101258526,0.674721756754451,0.684383163668658
Os01g0184000,LOC101262800,0.814418947419556,0.865749202987497
Os01g0818000,LOC101257817,0.599753493535327,0.570611304567382
Os05g0481900,LOC101257817,0.648512011144351,0.668029706504381
Os03g0436300,LOC101256576,0.602564047372168,0.702524920360229
Os01g0884500,LOC101262962,0.89002398730512,0.998662768190416
Os01g0884500,LOC101262358,0.730361215109753,0.797236491385882
Os01g0884500,LOC101266561,0.814775627890639,0.898142051084433
Os01g0649900,LOC101252954,0.518630531853482,0.837034974163974
Os01g0612900,LOC101252954,0.587811676410672,0.855424956760385
Os01g0649900,LOC101253754,0.633113113162677,0.935032146011005
