sp1_gene,sp2_gene,fc,sc
Os04g0652700,LOC104645820,0.594706680237691,0.631465887417252
Os01g0128200,LOC101256181,0.6956176130433,0.912795522157181
Os04g0652700,LOC101256181,0.690560322598897,0.926858929266798
Os03g0646200,LOC101258604,0.847564147096172,0.918347981191658
Os03g0646200,LOC101246929,0.974412133915075,0.982534369415752
Os04g0476000,LOC101252015,0.643262432254434,0.61601830309778
Os04g0476000,LOC101265542,0.712580297502914,0.933977269951859
Os02g0436400,LOC101253321,0.829781749233575,0.978255955645894
Os03g0245100,LOC101253321,0.726850042547579,0.804598163959823
Os04g0359100,LOC101268312,0.386163933844253,0.206941945577145
Os09g0503100,LOC101268312,0.553518106258492,0.607234532983363
Os07g0660700,LOC101265597,0.93474476596531,0.991335495263225
Os11g0568600,LOC101265890,0.848783230396757,0.929117089710006
Os02g0117800,LOC101261376,0.76963019215243,0.877667337109258
Os10g0480500,LOC101252489,0.808018614541036,0.979653255806813
Os10g0480500,LOC101259606,0.660146773191192,0.738598961898938
Os03g0766900,LOC101258795,0.796828741898531,0.906692120326466
Os03g0312600,LOC101251705,0.835030139686999,0.955620815588711
Os02g0117400,LOC101258684,0.8305942789535,0.866532068622304
Os10g0393100,LOC101258684,0.602945063639723,0.577402840868123
Os02g0117400,LOC101253359,0.804688329719533,0.811549995316517
Os10g0393100,LOC101253359,0.705597540649591,0.862105985163467
Os02g0117400,LOC101259808,0.811368484761304,0.831041755142647
Os10g0393100,LOC101259808,0.544703561031045,0.458027862037562
Os02g0320100,LOC101244643,0.833132063411088,0.920037035913603
Os12g0194800,LOC101268033,0.916077464436184,0.913300267035026
Os07g0691200,LOC101268046,0.504753643020686,0.610258384670079
Os09g0314300,LOC101251367,0.868406729716251,0.996578841792135
Os09g0314300,LOC101245440,0.832247669596757,0.993516315658465
Os01g0641700,LOC101256070,0.58197239366956,0.412446072168057
Os05g0589000,LOC101256070,0.745865617695424,0.766956358796927
Os10g0210500,LOC101247182,0.685817574345681,0.97603106478068
Os06g0653900,LOC101247350,0.637368473525626,0.458551154638794
Os06g0653900,LOC101244268,0.508554869751025,0.42986468658452
Os01g0255000,LOC101259675,0.543854373472696,0.666924388687427
Os03g0829100,LOC101259675,0.515707860987881,0.534425766597289
Os01g0255000,LOC101260234,0.617676471549474,0.70355127932231
Os03g0829100,LOC101260234,0.710091582369981,0.880954006077815
Os01g0255000,LOC101267266,0.547498995132748,0.678237648532057
Os03g0829100,LOC101267266,0.486354817503627,0.429184175102752
Os09g0453400,LOC101263904,0.589818572863964,0.812693907966971
Os11g0615100,LOC101267531,0.807370015592896,0.941320960942533
Os01g0680900,LOC101263424,0.659944085677486,0.87706816625154
Os04g0495400,LOC101263424,0.797054177237088,0.991321744250464
Os05g0556400,LOC101263424,0.83392719805825,0.99864668627263
Os01g0680900,LOC101247358,0.600586175232788,0.709386436887376
Os04g0495400,LOC101247358,0.510222773379503,0.571866344331251
Os05g0556400,LOC101247358,0.467042259280822,0.536092870120672
Os01g0680900,LOC101263549,0.561950865788919,0.811694246049928
Os04g0495400,LOC101263549,0.781374403304408,0.991576003085959
Os05g0556400,LOC101263549,0.793320392524963,0.991669761197409
Os09g0446200,LOC101243735,0.818911724090494,0.922178985039738
Os08g0161500,LOC101264659,0.724585680236527,0.848825016872081
Os01g0939700,LOC101260331,0.702039289478293,0.950049054714515
Os05g0389000,LOC101244538,0.668507434221355,0.725920744859233
Os02g0179300,LOC101258124,0.80686794661642,0.859849591696649
Os06g0264300,LOC101258124,0.609221914170939,0.560948730182652
Os08g0430200,LOC101258124,0.751907238100359,0.836212735253003
Os09g0407200,LOC101258124,0.783970885924321,0.959279982641436
Os02g0179300,LOC101251966,0.85881386135856,0.935965233388301
Os06g0264300,LOC101251966,0.578947725960911,0.431808097447293
Os08g0430200,LOC101251966,0.824774763988735,0.960269179812197
Os09g0407200,LOC101251966,0.83286155166689,0.981326723983577
Os02g0179300,LOC101249452,0.734729457413372,0.528724381750441
Os06g0264300,LOC101249452,0.780320723732565,0.950021251927055
Os08g0430200,LOC101249452,0.71277931979384,0.634367379859029
Os09g0407200,LOC101249452,0.732605454327872,0.681890077190463
Os05g0171300,LOC101261253,0.744736281253983,0.684747479258904
Os06g0602700,LOC101261253,0.771623602617041,0.867400609391456
Os03g0102100,LOC101251299,0.731360150261537,0.951562382639264
Os03g0102100,LOC101259867,0.721040345959351,0.94724305197682
Os05g0432400,LOC101245000,0.878970837385075,0.96841882876242
Os11g0293900,LOC101253939,0.771938537899062,0.877648623524507
Os02g0618200,LOC101259425,0.730420899006928,0.99372787956756
Os02g0618200,LOC101259163,0.695918433983053,0.88989396452083
Os07g0495100,LOC101249856,0.691756656025695,0.556580673874639
Os10g0564900,LOC101249856,0.752045152802605,0.726534033836196
Os07g0495100,LOC101245655,0.661291445161929,0.449744712381756
Os10g0564900,LOC101245655,0.741487574516751,0.741142934643396
Os07g0495100,LOC101246833,0.684864701950423,0.730938659257591
Os10g0564900,LOC101246833,0.697402004423507,0.729791427168387
Os07g0495100,LOC101257119,0.682144360467419,0.59940460724299
Os10g0564900,LOC101257119,0.760664398960846,0.796345492988138
Os02g0181800,LOC101248524,0.837848554514447,0.991503072738771
Os04g0577000,LOC101248524,0.769759173330558,0.923475702446979
Os03g0786500,LOC101256221,0.653199643117103,0.776910641301502
Os03g0231950,LOC101251469,0.555959738384424,0.57069119666886
Os01g0351800,LOC101266862,0.469398040768713,0.432944909019912
Os03g0439500,LOC101266862,0.47815434717749,0.47067213720788
Os03g0856000,LOC101266862,0.494073922660769,0.745105627990972
Os10g0558700,LOC101266862,0.554258509667598,0.676694985260852
Os01g0351800,LOC101257141,0.604309026339057,0.805658002590958
Os03g0439500,LOC101257141,0.320903204192404,0.108673117143352
Os03g0856000,LOC101257141,0.534988933757467,0.818400764027322
Os10g0558700,LOC101257141,0.707280442557806,0.946612535532922
Os01g0351800,LOC101260598,0.54329110333961,0.507183026616751
Os03g0439500,LOC101260598,0.503584609058213,0.504690470894918
Os03g0856000,LOC101260598,0.459901313759553,0.591136458088881
Os10g0558700,LOC101260598,0.540673281256213,0.55764794751782
Os01g0351800,LOC101261190,0.650928711789091,0.873435559131792
Os03g0439500,LOC101261190,0.329858434748878,0.0393873810144858
Os03g0856000,LOC101261190,0.504273606745944,0.71394072233411
Os10g0558700,LOC101261190,0.71324242427714,0.958532080582014
Os01g0351800,LOC101262071,0.339146295442969,0.370631257025943
Os03g0439500,LOC101262071,0.426688527416549,0.50837904185013
Os03g0856000,LOC101262071,0.323117742812256,0.594810815831001
Os10g0558700,LOC101262071,0.54180979420922,0.783586738093381
Os01g0351800,LOC101261481,0.544570542392363,0.706857245707616
Os03g0439500,LOC101261481,0.324282762010315,0.165910301254746
Os03g0856000,LOC101261481,0.556203681922246,0.868084000226491
Os10g0558700,LOC101261481,0.708968520237145,0.956040219266422
Os01g0351800,LOC101258026,0.576525418369926,0.744420545370031
Os03g0439500,LOC101258026,0.415221106882304,0.326367386068879
Os03g0856000,LOC101258026,0.463324333291664,0.619560190686254
Os10g0558700,LOC101258026,0.57701464546831,0.698989746839742
Os01g0351800,LOC101249194,0.409816432422971,0.308993768734539
Os03g0439500,LOC101249194,0.611883484067795,0.833023614880919
Os03g0856000,LOC101249194,0.485009589207051,0.811829993624112
Os10g0558700,LOC101249194,0.521604804703122,0.659012649065247
Os01g0963000,LOC101253684,0.528453192284477,0.934810612728233
Os01g0962700,LOC101253684,0.48311989547421,0.882580898172278
Os04g0688100,LOC101253684,0.543047525087066,0.922350503381276
Os01g0963000,LOC101253377,0.692191249835458,0.962707563001289
Os01g0962700,LOC101253377,0.572341196061955,0.929333399465576
Os04g0688100,LOC101253377,0.672318255135538,0.963742608675837
Os11g0610700,LOC101251489,0.745116255920093,0.924713289172458
Os04g0486400,LOC101263196,0.762128627657188,0.816431943203691
Os01g0106400,LOC101250667,0.41834093927306,0.420227086498134
Os02g0705000,LOC101250667,0.545012020678908,0.364050778204267
Os06g0472200,LOC101250667,0.473043014630452,0.249256770808053
Os01g0106400,LOC101264213,0.559954860353413,0.922125307879603
Os02g0705000,LOC101264213,0.349964809532389,0.0808605748238249
Os06g0472200,LOC101264213,0.488680090146611,0.64518787222773
Os01g0106400,LOC101264869,0.483112494306389,0.86763196387842
Os02g0705000,LOC101264869,0.49684753564193,0.282288454954871
Os06g0472200,LOC101264869,0.445701757618271,0.213314662032173
Os01g0106400,LOC101265178,0.625339979802958,0.932369078173238
Os02g0705000,LOC101265178,0.366839110139301,0.272676642993252
Os06g0472200,LOC101265178,0.497092562879864,0.496358219641119
Os01g0106400,LOC101265488,0.553326043719641,0.859026501364013
Os02g0705000,LOC101265488,0.614372597915992,0.621322129314205
Os06g0472200,LOC101265488,0.519311760905416,0.521468166042776
Os04g0658600,LOC101265348,0.864956315020099,0.98081640395244
Os06g0103800,LOC101245142,0.485620790293122,0.315443427170262
Os06g0103800,LOC101249574,0.604731868292591,0.72511242503387
Os10g0416100,LOC101265800,0.427596103590494,0.455854887990548
Os10g0416100,LOC101256061,0.344556440210241,0.368759095781877
Os10g0416100,LOC101265509,0.403811543412852,0.403488382039562
Os04g0531900,LOC101260280,0.507452035161088,0.740166984266851
Os07g0685800,LOC101260280,0.421124765076561,0.0967865232184369
Os04g0531900,LOC101263847,0.524106555132893,0.901902924325138
Os07g0685800,LOC101263847,0.427330118737445,0.404150500601882
Os04g0531900,LOC101268235,0.45451074552014,0.840091763705958
Os07g0685800,LOC101268235,0.156862761593617,0.00127129417747267
Os04g0531900,LOC104649154,0.371726721345619,0.241953293457785
Os07g0685800,LOC104649154,0.509041116905643,0.272612682428591
Os04g0531900,LOC101261456,0.586428463707647,0.918721337331946
Os07g0685800,LOC101261456,0.58100544854987,0.553210289147309
Os04g0531900,LOC108281193,0.561766450060493,0.943817448684418
Os07g0685800,LOC108281193,0.230331681856464,0.0300060986559842
Os04g0531900,LOC109118691,0.574804402219515,0.896648794596129
Os07g0685800,LOC109118691,0.436338472443734,0.353983327385766
Os04g0531900,LOC101251042,0.668983707906452,0.929250734162104
Os07g0685800,LOC101251042,0.466935928417941,0.372080781401455
Os04g0531900,LOC101258035,0.477649495199111,0.537506435752619
Os07g0685800,LOC101258035,0.530882785346561,0.26692227539251
Os02g0224100,LOC101264352,0.465284017190569,0.676376557981121
Os04g0291100,LOC101258230,0.698116070305742,0.822426325466047
Os09g0570300,LOC101258230,0.596993642581218,0.341151177732004
Os10g0548000,LOC101258230,0.608635273858195,0.580895956369845
Os10g0547900,LOC101258230,0.597901577967183,0.610626990540922
Os04g0291100,LOC101257442,0.450915072348028,0.416822293278115
Os09g0570300,LOC101257442,0.518954792829598,0.528822352740519
Os10g0548000,LOC101257442,0.856649969316,0.97566512153759
Os10g0547900,LOC101257442,0.518468455235291,0.786178744288652
Os04g0291100,LOC101257739,0.516827177491982,0.319193667591837
Os09g0570300,LOC101257739,0.617763479363959,0.730174305962414
Os10g0548000,LOC101257739,0.563411928630973,0.613925858059879
Os10g0547900,LOC101257739,0.491659851324951,0.498814812196417
Os04g0291100,LOC101246319,0.56672406822268,0.434859891245014
Os09g0570300,LOC101246319,0.508235698193926,0.358642892779988
Os10g0548000,LOC101246319,0.670578627889501,0.796934185830665
Os10g0547900,LOC101246319,0.627210380565626,0.824202842202091
Os04g0291100,LOC101255321,0.688752480358469,0.74658861876663
Os09g0570300,LOC101255321,0.857393429323484,0.935772142012109
Os10g0548000,LOC101255321,0.536203402455935,0.433529311581841
Os10g0547900,LOC101255321,0.61590237188647,0.649730726509305
Os02g0807000,LOC101249257,0.539051449599013,0.71850697633682
Os02g0625300,LOC101249257,0.531452979836944,0.826012188430645
Os02g0807000,PPCK2,0.567292160112831,0.788391330452193
Os02g0625300,PPCK2,0.385280019793997,0.46674685997238
Os02g0807000,LOC101251924,0.317843642408444,0.270753394237803
Os02g0625300,LOC101251924,0.283524320985327,0.275109079499598
Os06g0133600,LOC101256643,0.754344078764412,0.974224555887181
Os06g0133600,LOC101250380,0.677477900913358,0.981435080106483
Os06g0133600,LOC101246829,0.668787789283172,0.957891519573954
Os06g0133600,LOC101252337,0.80588104220467,0.995744258372763
Os03g0315400,LOC101246560,0.663946926817094,0.923625822461165
Os11g0684000,LOC101246560,0.700643898481338,0.932434259477533
Os03g0315400,LOC101265734,0.720096168872242,0.933605809054083
Os11g0684000,LOC101265734,0.757956743029076,0.945912476736617
Os03g0315400,LOC101244852,0.728849080193685,0.938779712747403
Os11g0684000,LOC101244852,0.684486130931345,0.913842306393281
Os06g0650800,LOC101247864,0.634982529566533,0.688453160472355
Os06g0650800,LOC101267022,0.734767264246936,0.9215793939999
Os06g0650800,LOC101257182,0.742820879473304,0.917276680434575
Os01g0276200,LOC101262530,0.951881152538455,0.984026635158846
Os03g0323800,LOC101262530,0.908915861842648,0.928354445892613
Os01g0276200,LOC101254390,0.929416584582649,0.990234914446807
Os03g0323800,LOC101254390,0.84151816136085,0.882954159218717
Os01g0865100,LOC100037732,0.63441040060309,0.852903112133277
Os10g0463800,LOC101257368,0.804685468177093,0.998835812456496
Os10g0483100,LOC101265224,0.757784319716349,0.89812082082993
Os01g0293200,LOC101252024,0.856329823938444,0.987871558092536
Os01g0639200,LOC101252135,0.660104645667419,0.945655886996097
Os05g0578500,LOC101252135,0.774592651518459,0.978721459936665
Os01g0639200,LOC101264879,0.541597213053038,0.728373761443538
Os05g0578500,LOC101264879,0.612112828214613,0.705328145472959
Os05g0517500,GGH1,0.74396016391446,0.939599992282802
Os05g0517500,GGH3,0.590091091459108,0.722229115420481
Os05g0517500,GGH2,0.678150351285699,0.737983346439919
Os07g0101500,LOC100736533,0.552053888302829,0.37442344931501
Os07g0101500,LOC101258266,0.614990720377996,0.730410689365913
Os02g0214300,LOC101247202,0.798104295897142,0.913347608291083
Os09g0482680,LOC101247202,0.721906803439587,0.784317972191533
Os02g0214300,LOC101268762,0.701042012846685,0.815724973517248
Os09g0482680,LOC101268762,0.935883969225298,0.98449550975252
Os09g0471100,LOC101260194,0.439853168003941,0.398046886468622
Os06g0674800,LOC101268724,0.761009155199778,0.865249312318884
Os01g0678700,LOC101254825,0.743627435516006,0.846557422234529
Os10g0440100,LOC101254825,0.779201886189492,0.953071552972506
Os05g0365000,LOC101247753,0.647454293722163,0.90773176146652
Os01g0583100,PP2C-1,0.634977876788002,0.959035483088559
Os05g0537400,PP2C-1,0.676078591750859,0.967905715625925
Os05g0592800,PP2C-1,0.691583172180485,0.950748140457488
Os01g0583100,LOC101261835,0.591851183764295,0.844178401933107
Os05g0537400,LOC101261835,0.709462196208519,0.990128612793321
Os05g0592800,LOC101261835,0.652928083505624,0.846925477445645
Os01g0583100,LOC101250718,0.556573745514289,0.573904490781775
Os05g0537400,LOC101250718,0.54528943165981,0.45820171349561
Os05g0592800,LOC101250718,0.710449281705617,0.898052399700338
Os01g0583100,LOC101265524,0.645271786375756,0.930996949132814
Os05g0537400,LOC101265524,0.686780085140224,0.952053712650044
Os05g0592800,LOC101265524,0.757909506356113,0.995396643916061
Os04g0636700,LOC101245837,0.831031284186192,0.942968393308227
Os12g0126800,LOC101245837,0.828405243582687,0.943420608786571
Os04g0636700,LOC101266382,0.826855049642035,0.922732059707366
Os12g0126800,LOC101266382,0.826396863551505,0.944486124299301
Os03g0322800,LOC101257519,0.72931818756956,0.870135915381655
Os12g0126200,LOC101257519,0.619807845005361,0.504272840828051
Os12g0607000,LOC101262954,0.549194074875848,0.351458152262483
Os12g0607000,LOC101251816,0.49766986981588,0.444853697406722
Os01g0834700,LOC101260166,0.785277768541707,0.834026092018168
Os04g0599400,LOC101260205,0.654266574971793,0.753828776882843
Os07g0470700,LOC101246367,0.933822983194384,0.976161816610602
Os06g0677400,LOC101265687,0.567003460842629,0.519608342672655
Os12g0502500,LOC101252881,0.65947457785242,0.906329547386277
Os05g0426200,LOC101267873,0.755170798480117,0.904447525131292
Os05g0426200,LOC101248635,0.740913303978552,0.916137387575961
Os08g0520100,LOC101264032,0.812803226513642,0.843870952464142
Os09g0103500,LOC101264032,0.689189673459667,0.577741635923268
Os03g0684400,LOC101267965,0.8869962184862,0.979830475356279
Os07g0100200,LOC101257782,0.731962216884032,0.980031147702516
Os03g0100030,LOC101260158,0.84911674267954,0.993536740932485
Os02g0601300,LOC101263770,0.459658927414684,0.301965035203875
Os04g0486600,LOC101263770,0.506410266352315,0.45914084707247
Os08g0126300,LOC101263770,0.546629726236506,0.760934290955808
Os02g0601300,LOC101255800,0.654472541261943,0.883033385663257
Os04g0486600,LOC101255800,0.676996566671348,0.815798925570434
Os08g0126300,LOC101255800,0.722350555415623,0.976989037996928
Os02g0601300,LOC101256813,0.826948511883013,0.971005553931883
Os04g0486600,LOC101256813,0.871094977204823,0.965913192107734
Os08g0126300,LOC101256813,0.659026927541793,0.716708782626335
Os07g0631000,LOC101252544,0.737191641372181,0.741969554505843
Os03g0344900,LOC101253726,0.908184493080787,0.946722627671431
Os02g0551900,LOC101256661,0.78223630250842,0.890726745580053
Os05g0106000,LOC101256661,0.844050176594308,0.910410349504922
Os02g0722500,LOC101267752,0.733058244764972,0.924031510509874
Os02g0198300,LOC101267752,0.766761395701975,0.879400296439813
Os10g0557900,LOC101251805,0.476931931581592,0.767724703822248
Os01g0923600,LOC101055568,0.809999434548024,0.912397817568759
Os04g0388500,LOC101055568,0.797851699765186,0.962434723270134
Os02g0752000,LOC101247611,0.548424647285302,0.581596899760088
Os01g0909400,LOC101245536,0.599747130340387,0.90060177952524
Os03g0149300,LOC101261299,0.662485522107667,0.919162926625613
Os03g0149300,LOC101247754,0.450001767018917,0.762685826759053
Os03g0395900,LOC101243842,0.877600408834147,0.986180356018807
Os06g0681600,LOC101244376,0.75810446648765,0.986777567500953
Os06g0681600,LOC101244668,0.756761031933955,0.993572443143808
Os06g0681600,LOC101244958,0.680995313654,0.988763073977733
Os06g0681600,LOC101249936,0.640596358067669,0.955310243503146
Os06g0681600,LOC101250232,0.723647518936562,0.987084012955798
Os06g0681600,LOC101246070,0.663895677513645,0.966455423865171
Os01g0894300,FRK2,0.666950626534047,0.900422198109961
Os01g0753100,LOC101255066,0.620644244790259,0.714593846787569
Os01g0958900,LOC101258001,0.77731478783099,0.877561606018862
Os02g0592300,LOC101258001,0.815113039754576,0.932208542065436
Os01g0719100,LOC101254223,0.764799531445636,0.99338958873096
Os10g0456800,LOC101254223,0.541378767509384,0.649112165352474
Os01g0719100,LOC101256801,0.632329228840248,0.816430149689482
Os10g0456800,LOC101256801,0.621139728425257,0.887547740539646
Os05g0275700,LOC101251298,0.789256647241164,0.89246805547738
Os07g0562700,LOC101268123,0.896098638175516,0.985558459942831
Os07g0562700,CAB13,0.897526113812466,0.984838462399171
Os03g0340500,LOC101267720,0.325880089953138,0.249803091600967
Os03g0401300,LOC101267720,0.736995223711803,0.971487894256773
Os06g0194900,LOC101267720,0.332582091694749,0.101083854029651
Os03g0340500,SUS4,0.514193780131176,0.603693078845919
Os03g0401300,SUS4,0.440684778275458,0.274579218788379
Os06g0194900,SUS4,0.42746689865556,0.0517863980926244
Os03g0340500,LOC543961,0.409887231040396,0.204548835905781
Os03g0401300,LOC543961,0.651899547785145,0.938093842837857
Os06g0194900,LOC543961,0.518472798029351,0.448467922664446
Os07g0513000,LOC101253342,0.887449719349693,0.984902471616499
Os07g0513000,LOC101257833,0.633966234608778,0.827254262258873
Os06g0208800,LOC101266324,0.675758240811089,0.889770643279984
Os09g0452200,LOC101266324,0.748310150459955,0.952589329856313
Os06g0208800,LOC101245017,0.820246429276913,0.983045788554856
Os09g0452200,LOC101245017,0.753643567334027,0.937616684021957
Os07g0605800,LOC101261603,0.397593742165783,0.480334326794247
Os03g0724100,LOC101258514,0.560492898048454,0.364672822449727
Os03g0724100,LOC101257465,0.555633725018081,0.380616949249758
Os03g0724100,LOC101245237,0.589237008324602,0.389144815183956
Os09g0544900,LOC101253171,0.701238217926404,0.822394028941384
Os02g0714100,LOC101245720,0.695137252074444,0.949055730913035
Os06g0326700,LOC101245720,0.677663688079504,0.947366541290514
Os01g0164600,LOC101246535,0.955311335925748,0.991132416821477
Os04g0439900,LOC101251351,0.851780517720729,0.94460918679642
Os03g0227000,LOC101263943,0.835531182268837,0.918469913620021
Os07g0201100,LOC101263943,0.847669220631494,0.9250321963444
Os04g0520000,LOC101267058,0.926156503499905,0.966623722284776
Os03g0850100,LOC101264315,0.743350811657868,0.783467304642891
Os07g0207700,LOC101264315,0.722211457850852,0.811614179241147
Os02g0655100,LOC101259577,0.639193346720887,0.725983422762684
Os02g0130300,LOC101252972,0.744627326288937,0.828317152739093
Os02g0130300,LOC101248101,0.682128558361114,0.810721785396467
Os06g0308800,LOC101264233,0.844035147589547,0.987945059002814
Os03g0668400,LOC101248333,0.647587449560171,0.441840098163743
Os02g0757700,LOC101259014,0.685498779678097,0.923585224022397
Os06g0219700,LOC101259014,0.555292468654948,0.571835321621858
Os01g0127300,LOC101256609,0.909163348353469,0.968715866560738
Os08g0532500,LOC101252255,0.838538003253937,0.909485513177579
Os05g0145300,LOC101262328,0.819500880998414,0.913296728659275
Os03g0427900,LOC101267369,0.813219315594761,0.946563250381687
Os07g0573800,LOC101267492,0.734980023650689,0.876664154508343
Os06g0112100,LOC101252010,0.520519557457094,0.462650409386978
Os06g0112100,LOC101257326,0.592842168690809,0.908617576143789
Os02g0497700,LOC101250028,0.7262437481114,0.715709403779352
Os04g0372800,LOC101250028,0.776036735538479,0.842773609261536
Os02g0497700,LOC101255597,0.859556868911606,0.841864551878555
Os04g0372800,LOC101255597,0.899278199053108,0.886718882654536
Os02g0497700,LOC101245491,0.894422707829426,0.951560706333752
Os04g0372800,LOC101245491,0.919275101990012,0.94663795876269
Os02g0532300,LOC101244873,0.402565536758703,0.394573094921468
Os03g0116300,LOC101244873,0.485838957556902,0.756417735651999
Os04g0412000,LOC101244873,0.433891880897622,0.357061283049192
Os02g0532300,LOC101261148,0.618757126134915,0.62724709527879
Os03g0116300,LOC101261148,0.480471066984972,0.437346498072616
Os04g0412000,LOC101261148,0.672219733191196,0.78352277752872
Os02g0532300,LOC101262038,0.572264003809648,0.538609079884397
Os03g0116300,LOC101262038,0.401207675293893,0.266003828044881
Os04g0412000,LOC101262038,0.669404107976446,0.711912133921082
Os02g0532300,LOC101260564,0.626828501404705,0.833006206072226
Os03g0116300,LOC101260564,0.559046169401008,0.869986447755497
Os04g0412000,LOC101260564,0.535455947793213,0.591740713150256
Os02g0532300,LOC101261737,0.524881361011758,0.727713922922093
Os03g0116300,LOC101261737,0.424764522612944,0.517065391634195
Os04g0412000,LOC101261737,0.510376160521074,0.562117869240722
Os02g0532300,LOC101261444,0.743297917513939,0.977432792334258
Os03g0116300,LOC101261444,0.554582282919764,0.779108313211254
Os04g0412000,LOC101261444,0.583039774989218,0.704510636928069
Os02g0532300,LOC101260854,0.63721668921865,0.946572742074638
Os03g0116300,LOC101260854,0.532873745991042,0.752099563807614
Os04g0412000,LOC101260854,0.402602686521236,0.277718074321442
Os02g0532300,LOC101243844,0.591090667294752,0.804933966875973
Os03g0116300,LOC101243844,0.555712603030336,0.838276170032719
Os04g0412000,LOC101243844,0.618426074289466,0.906668859928876
Os02g0532300,LOC101256939,0.446674468500991,0.417864796079558
Os03g0116300,LOC101256939,0.407801485550498,0.466705332709978
Os04g0412000,LOC101256939,0.492241121525898,0.52678952712253
Os05g0513400,LOC101264486,0.701357139778329,0.80353587942645
Os05g0150800,LOC101249506,0.554011290523151,0.793565134628696
Os01g0764600,LOC101250107,0.618172682599701,0.505867255056093
Os01g0885600,LOC101266233,0.416856904032421,0.299799058294909
Os01g0885600,LOC101256143,0.577304807502729,0.73657115414006
Os02g0553200,APX7,0.622227828374179,0.698545052621353
Os04g0434800,APX7,0.662200196808764,0.844432912877873
Os12g0178100,APX7,0.76446516807166,0.784649785589025
Os12g0178200,APX7,0.716834219093726,0.826265060665143
Os02g0553200,APX6,0.922128719178053,0.981211903690472
Os04g0434800,APX6,0.367590790661034,0.330374236134337
Os12g0178100,APX6,0.518850651960137,0.500978962418902
Os12g0178200,APX6,0.61875800070954,0.693030732854497
Os01g0974000,LOC101248936,0.466799413454863,0.264237550483665
Os03g0747300,LOC101263043,0.844935110260479,0.99092933837973
Os03g0747800,LOC101244415,0.772251302060603,0.912031471835427
Os12g0625000,LOC101244415,0.633692314275289,0.89403903017756
Os01g0600900,CAB1B,0.949133828356834,0.988121071081555
Os01g0720500,CAB1B,0.876250463356789,0.977601895734346
Os09g0346500,CAB1B,0.93729213486225,0.987172304276714
Os01g0600900,LOC101267774,0.94920887844461,0.988163447554137
Os01g0720500,LOC101267774,0.861837382060116,0.970143636559839
Os09g0346500,LOC101267774,0.939534504744192,0.98780795136545
Os01g0600900,LOC101245729,0.953872814108844,0.989301743033086
Os01g0720500,LOC101245729,0.863956966893929,0.970245276403274
Os09g0346500,LOC101245729,0.943736063924385,0.988515807857316
Os11g0508600,LOC101263195,0.560460247463553,0.950290920388943
Os12g0476200,LOC101263195,0.700355061505114,0.893750360637891
Os11g0508600,LOC109119841,0.474464829234018,0.845952722664701
Os12g0476200,LOC109119841,0.578920501597696,0.643433760044642
Os11g0508600,LOC101265012,0.529878175721348,0.929078786792507
Os12g0476200,LOC101265012,0.474899655125635,0.515764879318962
Os11g0508600,LOC101263500,0.443143007393515,0.845990696070958
Os12g0476200,LOC101263500,0.53579878696246,0.577292187012464
Os11g0508600,LOC101265318,0.401685707780458,0.73109774684282
Os12g0476200,LOC101265318,0.449652493404069,0.455974750469098
Os11g0508600,LOC101261104,0.460355789951602,0.70782420639827
Os12g0476200,LOC101261104,0.544561261760414,0.761255529032776
Os11g0508600,LOC101265550,0.573656436457162,0.964099144262401
Os12g0476200,LOC101265550,0.533468728537088,0.636955807871823
Os11g0508600,LOC101247627,0.584572689751316,0.97649447258382
Os12g0476200,LOC101247627,0.526180484050707,0.664264401448048
Os09g0345700,LOC101249385,0.698407052456007,0.717574720477825
Os08g0386800,LOC101267457,0.648800761754108,0.790924325385885
Os08g0386800,LOC101253663,0.684904174922927,0.892450405616839
Os04g0442100,LOC101246139,0.606391424151036,0.765014741448363
Os01g0513800,LOC101263361,0.908852499914963,0.990227032714823
Os11g0216400,LOC101251946,0.881091285672975,0.959163651904183
Os10g0577600,LOC101251071,0.514966961778329,0.501948048346491
Os10g0577600,LOC101268889,0.568377623703036,0.523467441224195
Os10g0577600,LOC101264047,0.779214363741035,0.990257586589429
Os03g0754800,LOC101253441,0.792678914301182,0.975760255192613
Os07g0264100,LOC101248937,0.646540657930527,0.680059666568769
Os09g0493500,LOC101248092,0.782745473205805,0.933201883558795
Os09g0346700,LOC101265640,0.570876219876021,0.564144303667511
Os09g0346700,LOC101253812,0.909765844521316,0.99626572207603
Os01g0104100,LOC101263558,0.79204175562444,0.959912962679451
Os02g0795300,LOC101263558,0.718633082044563,0.858849836897243
Os07g0673200,LOC101248613,0.547576672670291,0.440699639852616
Os01g0578000,LOC101266032,0.723037702987946,0.806822813773188
Os05g0382900,LOC101265171,0.379430423297061,0.39409597812378
Os05g0382900,LOC101264558,0.472745329570336,0.867267396178903
Os12g0258200,LOC101262769,0.731376782771636,0.839856806710183
Os02g0468400,LOC101261699,0.693118594854001,0.866336502594572
Os11g0136800,LOC101250280,0.829220826379786,0.858872374139289
Os12g0133700,LOC101250280,0.868494476051525,0.932832921638892
Os09g0110400,LOC101248675,0.877628122347173,0.995353059972753
Os03g0243800,LOC101244931,0.720231083260735,0.927993325897967
Os02g0533700,LOC104647665,0.364919618408804,0.735446742362962
Os11g0153300,LOC104647665,0.756486361111011,0.981008413912543
Os02g0533700,LOC101254416,0.383264488083743,0.606063622525933
Os11g0153300,LOC101254416,0.773808065443128,0.983198894073582
